childid,s4_id,w1sesl,numrisks,profmath,s4pupri,male,prof45
0860022C,0860,0.65,0,5,1,1,1
0862001C,0862,-1.45,2,5,1,1,1
0862011C,0862,-0.51,1,5,1,0,1
0862015C,0862,0.16,1,4,1,1,1
0862016C,0862,0.05,1,4,1,0,1
0862017C,0862,-0.53,0,4,1,0,1
0862018C,0862,-0.08,0,4,1,0,1
0862019C,0862,-0.51,2,4,1,0,1
0862020C,0862,-0.29,0,4,1,1,1
0862022C,0862,-0.38,1,4,1,0,1
0863001C,0863,0.17,2,2,1,1,0
0863003C,0863,-0.13,1,3,1,1,0
0863005C,0863,-1.61,2,4,1,0,1
0863006C,0863,-0.3,1,5,1,0,1
0863007C,0863,-0.48,0,3,1,1,0
0863008C,0863,-1.07,2,4,1,1,1
0863012C,0863,0.36,1,3,1,0,0
0863014C,0863,-0.58,0,4,1,0,1
0863016C,0863,-1.68,3,4,1,0,1
0863017C,0863,-0.77,1,4,1,0,1
0863018C,0863,-0.65,0,3,1,1,0
0863019C,0863,-0.6,0,4,1,1,1
0863021C,0863,-1.05,2,3,1,0,0
0865002C,0865,-0.46,0,4,1,1,1
0865003C,0865,-0.17,2,4,1,0,1
0865004C,0865,-0.8,2,4,1,0,1
0865006C,0865,-0.45,2,3,1,0,0
0865009C,0865,-0.61,0,4,1,1,1
0865010C,0865,-0.75,1,4,1,0,1
0865011C,0865,0.59,0,3,1,1,0
0865013C,0865,-0.7,2,1,1,0,0
0865014C,0865,-0.43,1,3,1,0,0
0865015C,0865,-0.75,0,4,1,0,1
0865016C,0865,-0.7,1,3,1,1,0
0865017C,0865,-0.54,0,3,1,0,0
0865019C,0865,0.19,2,4,1,0,1
0865020C,0865,-0.76,2,3,1,1,0
0865023C,0865,-0.32,1,3,1,1,0
0867003C,0867,-0.17,0,3,1,0,0
0867005C,0867,-0.51,1,4,1,0,1
0867008C,0867,-1.56,3,5,1,0,1
0867010C,0867,-0.72,0,5,1,0,1
0867011C,0867,-0.29,0,4,1,1,1
0867012C,0867,-0.89,2,2,1,0,0
0867014C,0867,-0.51,0,5,1,0,1
0867015C,0867,0.01,0,4,1,1,1
0867016C,0867,-0.31,0,4,1,0,1
0867018C,0867,1.06,0,4,1,1,1
0867019C,0867,-1.56,2,4,1,0,1
0867020C,0867,0.42,0,4,1,1,1
0867022C,0867,-0.64,1,4,1,1,1
0867023C,0867,-0.86,3,2,1,1,0
0867024C,0867,-0.52,2,4,1,0,1
0869003C,0869,-0.68,2,3,1,1,0
0869004C,0869,-0.23,0,5,1,0,1
0869011C,0869,-0.21,0,4,1,0,1
0869012C,0869,0.11,2,4,1,0,1
0869013C,0869,-0.84,2,2,1,1,0
0869014C,0869,0.3,0,5,1,0,1
0869018C,0869,-0.04,0,3,1,1,0
0869021C,0869,0.77,0,5,1,0,1
0869022C,0869,0.55,0,3,1,0,0
0870001C,0869,-0.01,0,4,1,0,1
0870003C,0870,-0.61,0,4,1,1,1
0870005C,0870,0.02,0,4,1,1,1
0870007C,0870,-0.3,0,4,1,0,1
0870008C,0870,0.44,0,4,1,1,1
0870011C,0870,-1.18,2,4,1,0,1
0870014C,0870,0.17,0,5,1,0,1
0870017C,0870,-0.56,0,3,1,1,0
0870018C,0870,-0.01,0,4,1,1,1
0870019C,0870,0.55,0,5,1,1,1
0870022C,0870,-0.25,1,3,1,0,0
0870024C,0870,-0.03,0,4,1,0,1
0871002C,0871,-0.1,0,4,1,1,1
0871004C,0871,-0.32,0,4,1,1,1
0871010C,0871,-0.24,0,4,1,0,1
0871011C,0871,-0.33,0,4,1,1,1
0871012C,0871,0.52,0,4,1,0,1
0871013C,0871,2.51,0,4,1,0,1
0871015C,0871,0.03,0,5,1,1,1
0871016C,0871,0.51,0,5,1,0,1
0871021C,0871,0.1,0,5,1,1,1
0873002C,0873,-0.53,0,3,1,1,0
0873003C,0873,0.4,0,5,1,1,1
0873006C,0873,-0.48,0,3,1,1,0
0873008C,0873,-1.09,3,3,1,1,0
0873012C,0873,-0.17,0,4,1,0,1
0873015C,0873,-0.76,2,2,1,0,0
0873017C,0873,-0.14,0,5,1,0,1
0873018C,0873,-0.5,0,4,1,0,1
0873023C,0873,-0.44,0,4,1,0,1
0874010C,0873,0.18,0,4,1,1,1
0877010C,0873,-0.22,0,4,1,0,1
0874004C,0874,-0.13,0,4,1,0,1
0874011C,0874,-0.73,2,4,1,0,1
0874015C,0874,-0.43,0,4,1,1,1
0874016C,0874,0.99,2,3,1,1,0
0874017C,0874,0.33,0,4,1,0,1
0874018C,0874,-0.65,1,5,1,0,1
0877009C,0874,0.57,0,5,1,1,1
0874012C,0876,0.23,0,4,1,0,1
0876003C,0876,0.48,0,3,1,0,0
0876004C,0876,-0.11,0,4,1,0,1
0876008C,0876,-0.6,1,4,1,0,1
0876015C,0876,0.57,1,2,1,1,0
0876017C,0876,-1.55,2,4,1,1,1
0876019C,0876,-0.62,2,3,1,0,0
0878001C,0878,0.03,0,4,1,0,1
0878002C,0878,-0.67,0,4,1,1,1
0878007C,0878,0.9,0,4,1,0,1
0878009C,0878,0.27,0,4,1,1,1
0878010C,0878,-0.62,0,4,1,0,1
0878014C,0878,-0.11,1,5,1,1,1
0878016C,0878,0.9,0,4,1,1,1
0878017C,0878,-0.35,1,4,1,1,1
0878019C,0878,0.97,0,4,1,0,1
0878022C,0878,-0.84,2,5,1,1,1
0878023C,0878,1.03,0,4,1,1,1
0881001C,0881,-0.54,0,5,1,1,1
0881002C,0881,-0.44,0,4,1,1,1
0881006C,0881,-0.25,0,3,1,1,0
0881008C,0881,-0.21,0,5,1,0,1
0881009C,0881,-0.14,0,5,1,0,1
0881012C,0881,-0.15,0,5,1,0,1
0881013C,0881,-0.34,0,5,1,1,1
0881016C,0881,-0.4,2,4,1,0,1
0881017C,0881,-0.78,1,4,1,1,1
0881019C,0881,-0.01,0,4,1,1,1
0881021C,0881,-0.45,0,5,1,1,1
0881023C,0881,-0.84,1,4,1,1,1
0881024C,0881,-0.56,0,4,1,0,1
0882002C,0882,0.77,0,5,1,0,1
0882003C,0882,-0.68,2,5,1,0,1
0882004C,0882,-0.3,2,4,1,1,1
0882005C,0882,1.07,0,5,1,1,1
0882007C,0882,1.13,0,4,1,1,1
0882009C,0882,0.31,0,4,1,1,1
0882010C,0882,-0.38,0,5,1,1,1
0882011C,0882,0.21,0,4,1,0,1
0882013C,0882,0.58,0,4,1,0,1
0882016C,0882,0.92,0,4,1,0,1
0882017C,0882,0.38,1,4,1,0,1
0882019C,0882,0.77,0,4,1,0,1
0882021C,0882,-0.41,0,3,1,1,0
0882022C,0882,-0.62,1,4,1,0,1
0882023C,0882,0.58,0,5,1,0,1
0884002C,0884,0.04,0,4,1,0,1
0884006C,0884,-0.22,0,5,1,0,1
0884008C,0884,-0.63,0,4,1,1,1
0884009C,0884,-0.62,0,4,1,1,1
0884011C,0884,0.86,0,5,1,0,1
0884018C,0884,0.0,0,3,1,0,0
0880018C,0885,0.33,0,3,1,0,0
0885003C,0885,-0.19,1,3,1,1,0
0885007C,0885,-0.82,2,4,1,0,1
0885008C,0885,-0.82,2,4,1,1,1
0885010C,0885,0.21,0,3,1,0,0
0885011C,0885,-1.43,2,4,1,0,1
0885012C,0885,-0.13,1,2,1,1,0
0885013C,0885,-1.16,3,3,1,1,0
0885018C,0885,-0.18,0,4,1,0,1
0885019C,0885,0.31,0,4,1,1,1
0885020C,0885,-1.24,1,3,1,1,0
0885021C,0885,-0.2,0,3,1,1,0
0885023C,0885,0.23,0,4,1,0,1
0885024C,0885,0.55,0,3,1,0,0
0887010C,0885,-0.39,1,3,1,1,0
0886003C,0886,-0.56,0,5,1,0,1
0886004C,0886,-0.51,0,5,1,0,1
0886005C,0886,-0.09,1,4,1,0,1
0886006C,0886,-0.03,0,4,1,0,1
0886007C,0886,0.32,0,3,1,1,0
0886009C,0886,-0.44,0,4,1,0,1
0886013C,0886,0.27,1,3,1,1,0
0886014C,0886,0.94,0,4,1,0,1
0886015C,0886,-1.01,2,4,1,0,1
0886017C,0886,0.93,0,2,1,0,0
0886018C,0886,-0.68,1,4,1,0,1
0886019C,0886,0.47,0,5,1,0,1
0886020C,0886,1.48,0,5,1,1,1
0886023C,0886,0.71,0,4,1,1,1
0886024C,0886,-0.2,0,5,1,1,1
0887004C,0887,0.22,0,3,2,1,0
0887005C,0887,0.88,0,5,2,1,1
0887006C,0887,-0.42,0,4,2,1,1
0887007C,0887,0.19,0,5,2,0,1
0887008C,0887,0.53,0,4,2,0,1
0887009C,0887,0.53,0,5,2,0,1
0887011C,0887,0.78,0,4,2,0,1
0887012C,0887,2.88,0,4,2,0,1
0887014C,0887,0.55,0,5,2,0,1
0887015C,0887,0.87,0,4,2,0,1
0887016C,0887,-0.3,1,4,2,1,1
0887018C,0887,0.42,0,5,2,1,1
0887022C,0887,-0.56,0,5,2,1,1
0887024C,0887,0.7,0,4,2,1,1
0890002C,0890,-1.05,1,3,1,0,0
0890004C,0890,-1.02,2,4,1,1,1
0890005C,0890,-1.31,3,4,1,0,1
0890006C,0890,-0.3,1,4,1,1,1
0890009C,0890,-1.11,2,4,1,1,1
0890010C,0890,-1.02,1,5,1,1,1
0890012C,0890,-0.78,1,3,1,0,0
0890014C,0890,-0.48,1,2,1,0,0
0890016C,0890,-0.83,0,4,1,0,1
0890017C,0890,-1.2,2,4,1,0,1
0890018C,0890,-0.24,0,4,1,0,1
0890023C,0890,-0.82,1,4,1,1,1
0890025C,0890,-1.05,2,3,1,0,0
0891005C,0891,-0.32,1,4,1,1,1
0891006C,0891,-0.97,1,3,1,0,0
0891008C,0891,-1.27,1,4,1,0,1
0891009C,0891,-0.12,2,4,1,1,1
0891010C,0891,-0.39,2,4,1,0,1
0891012C,0891,-0.55,0,4,1,0,1
0891016C,0891,-0.48,0,1,1,1,0
0891017C,0891,-1.09,1,4,1,0,1
0891025C,0891,-1.09,1,4,1,0,1
0893002C,0893,-0.35,1,4,1,0,1
0893009C,0893,-1.34,2,4,1,1,1
0893010C,0893,-1.16,2,3,1,0,0
0893012C,0893,-1.0,1,4,1,0,1
0893021C,0893,-0.52,0,2,1,1,0
0893022C,0893,-0.75,1,4,1,1,1
0894003C,0894,0.88,0,2,2,1,0
0894006C,0894,0.18,0,3,2,0,0
0894010C,0894,0.85,0,4,2,0,1
0894012C,0894,-0.3,1,4,2,1,1
0894014C,0894,0.23,1,4,2,0,1
0894016C,0894,0.37,0,5,2,1,1
0894017C,0894,-0.42,0,3,2,1,0
0894019C,0894,0.28,0,4,2,1,1
0894021C,0894,-0.06,1,5,2,1,1
0894022C,0894,-0.4,1,4,2,0,1
0897002C,0897,0.29,0,4,2,1,1
0897008C,0897,0.42,0,4,2,1,1
0897010C,0897,0.84,0,5,2,1,1
0897011C,0897,0.38,1,5,2,0,1
0897015C,0897,0.74,0,4,2,0,1
0897019C,0897,1.15,0,5,2,0,1
0897020C,0897,1.65,0,5,2,1,1
0897021C,0897,1.07,0,5,2,0,1
0897024C,0897,0.63,1,5,2,1,1
0906001C,0906,-0.74,0,5,1,1,1
0906002C,0906,-1.14,2,3,1,1,0
0906004C,0906,-1.61,2,3,1,0,0
0906006C,0906,-0.8,0,4,1,0,1
0906007C,0906,-0.6,0,4,1,1,1
0906008C,0906,0.27,0,5,1,1,1
0906010C,0906,-0.63,0,4,1,0,1
0906011C,0906,0.69,0,4,1,0,1
0906022C,0906,-1.06,2,4,1,1,1
0906024C,0906,0.77,0,5,1,0,1
0907001C,0907,0.92,0,5,1,1,1
0907002C,0907,-0.49,2,4,1,1,1
0907006C,0907,-0.15,0,5,1,1,1
0907007C,0907,0.26,2,5,1,1,1
0907009C,0907,1.01,0,5,1,1,1
0907010C,0907,-0.16,1,4,1,1,1
0907011C,0907,-0.57,0,4,1,1,1
0907013C,0907,0.84,0,5,1,0,1
0907015C,0907,-0.52,0,5,1,0,1
0907019C,0907,-1.8,2,3,1,0,0
0907024C,0907,-0.97,2,3,1,1,0
0913003C,0907,-0.45,0,4,1,0,1
0913008C,0907,-0.69,0,5,1,0,1
0913024C,0907,0.31,0,5,1,0,1
0908004C,0908,0.07,0,5,1,0,1
0908005C,0908,0.49,0,5,1,1,1
0908007C,0908,0.03,0,5,1,1,1
0908008C,0908,-0.53,1,4,1,0,1
0908010C,0908,0.86,0,5,1,1,1
0908011C,0908,-0.51,1,3,1,1,0
0908012C,0908,-0.51,1,4,1,1,1
0908013C,0908,-0.3,0,5,1,1,1
0908015C,0908,-0.79,1,4,1,1,1
0908016C,0908,-0.28,0,5,1,1,1
0908019C,0908,-0.67,1,3,1,1,0
0908020C,0908,-0.58,1,4,1,1,1
0908021C,0908,-0.41,0,3,1,1,0
0909002C,0909,-1.01,1,3,1,0,0
0909003C,0909,-0.28,0,3,1,0,0
0909004C,0909,0.6,0,4,1,0,1
0909005C,0909,-1.11,2,2,1,0,0
0909006C,0909,-0.82,2,4,1,0,1
0909007C,0909,-0.73,0,5,1,1,1
0909009C,0909,0.0,0,3,1,1,0
0909011C,0909,0.63,0,3,1,0,0
0909012C,0909,0.59,0,5,1,1,1
0909015C,0909,-1.09,1,4,1,0,1
0909016C,0909,0.08,0,3,1,0,0
0909017C,0909,-0.44,0,5,1,1,1
0909018C,0909,-0.76,1,4,1,0,1
0909019C,0909,-0.65,1,4,1,0,1
0909022C,0909,-1.49,2,4,1,1,1
0909023C,0909,-0.81,0,4,1,1,1
0909024C,0909,0.8,0,4,1,1,1
2103002C,0909,0.31,0,5,1,1,1
2103004C,0909,1.04,0,4,1,0,1
0913001C,0913,-0.12,0,5,1,0,1
0913002C,0913,0.04,1,4,1,1,1
0913007C,0913,0.58,0,5,1,1,1
0913009C,0913,-0.1,0,4,1,1,1
0913010C,0913,-2.5,3,4,1,0,1
0913011C,0913,-0.08,0,4,1,0,1
0913013C,0913,-0.05,0,0,1,0,0
0913015C,0913,0.2,0,4,1,1,1
0913017C,0913,-0.73,0,4,1,1,1
0913018C,0913,-0.69,1,4,1,1,1
0913019C,0913,0.96,0,5,1,1,1
0913020C,0913,0.01,0,4,1,1,1
0913021C,0913,0.82,0,4,1,0,1
0913022C,0913,0.53,0,4,1,0,1
0913023C,0913,0.17,1,4,1,1,1
0908006C,0915,0.12,1,4,1,1,1
0913004C,0915,-0.39,1,5,1,1,1
0915003C,0915,-0.56,0,3,1,1,0
0915004C,0915,-0.28,0,4,1,0,1
0915006C,0915,-0.19,0,4,1,1,1
0915007C,0915,0.31,0,3,1,1,0
0915012C,0915,0.61,0,5,1,0,1
0915015C,0915,1.37,1,5,1,0,1
0915017C,0915,-0.26,1,5,1,0,1
0915019C,0915,0.17,0,3,1,1,0
0915020C,0915,-0.23,0,4,1,1,1
0915022C,0915,-0.27,0,4,1,0,1
0915023C,0915,0.51,0,4,1,0,1
0915024C,0915,0.51,0,4,1,0,1
0918001C,0918,-1.03,2,4,1,0,1
0918020C,0918,-0.57,1,4,1,1,1
0918022C,0918,-1.0,2,4,1,0,1
0918023C,0918,-1.71,2,4,1,1,1
0920001C,0920,-0.07,1,4,1,1,1
0920005C,0920,-0.87,1,5,1,1,1
0920007C,0920,-1.03,2,4,1,1,1
0920009C,0920,-0.83,2,5,1,0,1
0920012C,0920,-0.38,0,4,1,0,1
0920015C,0920,-0.75,1,4,1,0,1
0920017C,0920,-0.61,1,4,1,0,1
0920021C,0920,-0.01,0,4,1,0,1
0920025C,0920,-1.03,2,4,1,0,1
0921003C,0921,-0.6,0,4,1,1,1
0921005C,0921,-0.4,0,4,1,0,1
0921009C,0921,-0.7,2,3,1,1,0
0921011C,0921,-0.22,1,5,1,1,1
0921013C,0921,-0.25,1,4,1,1,1
0921018C,0921,-0.29,1,4,1,1,1
0926002C,0926,-0.61,0,4,1,0,1
0926005C,0926,-0.63,0,4,1,0,1
0932002C,0932,1.29,0,4,1,0,1
0932008C,0932,0.63,0,5,1,0,1
0932015C,0932,0.67,0,3,1,0,0
0932017C,0932,-0.13,1,4,1,0,1
0932018C,0932,0.12,0,3,1,0,0
0932019C,0932,0.99,0,4,1,1,1
0932020C,0932,0.57,0,5,1,1,1
0932021C,0932,0.82,0,5,1,1,1
0932022C,0932,1.76,0,5,1,1,1
0932023C,0932,1.22,0,4,1,0,1
0932024C,0932,1.17,0,4,1,0,1
0935004C,0935,0.96,0,3,1,1,0
0935010C,0935,-0.12,1,4,1,1,1
0935011C,0935,0.03,0,4,1,1,1
0935013C,0935,-0.2,0,4,1,1,1
0935014C,0935,0.85,0,3,1,1,0
0935015C,0935,0.0,0,5,1,1,1
0935018C,0935,0.53,0,4,1,1,1
2058001C,0935,-0.01,0,4,1,0,1
2058007C,0935,0.74,1,3,1,1,0
2058011C,0935,0.21,0,4,1,0,1
2058021C,0935,-0.35,1,4,1,1,1
0936001C,0936,0.98,0,5,1,1,1
0936002C,0936,-0.45,0,4,1,0,1
0936008C,0936,0.65,0,4,1,1,1
0936013C,0936,0.63,0,4,1,1,1
0936014C,0936,-0.43,0,4,1,1,1
0936015C,0936,0.26,2,5,1,1,1
0936017C,0936,0.79,0,5,1,1,1
0936018C,0936,-0.85,2,3,1,0,0
0936023C,0936,-1.2,1,4,1,1,1
0937002C,0937,1.27,0,4,1,1,1
0937003C,0937,0.9,0,5,1,1,1
0937016C,0937,0.87,0,4,1,0,1
0937021C,0937,-0.8,0,5,1,0,1
0938005C,0938,1.02,0,4,1,0,1
0938008C,0938,1.05,0,5,1,0,1
0938009C,0938,-0.36,0,4,1,1,1
0938011C,0938,-0.02,1,3,1,0,0
0938014C,0938,0.47,0,4,1,0,1
0938023C,0938,0.84,0,5,1,0,1
0939001C,0939,-0.93,2,2,1,0,0
0939002C,0939,-0.78,0,4,1,0,1
0939003C,0939,-0.88,0,4,1,1,1
0939004C,0939,-0.88,1,3,1,1,0
0939006C,0939,-1.28,1,4,1,0,1
0939007C,0939,-0.61,1,3,1,1,0
0939008C,0939,-0.95,1,4,1,1,1
0939009C,0939,-0.2,1,3,1,1,0
0939010C,0939,-0.48,0,4,1,1,1
0939014C,0939,-0.59,0,4,1,0,1
0939016C,0939,0.16,1,4,1,0,1
0939021C,0939,-0.87,0,3,1,0,0
0939022C,0939,-0.67,2,5,1,1,1
0941003C,0941,-0.38,1,5,1,1,1
0941006C,0941,-0.57,0,4,1,1,1
0941011C,0941,0.02,0,4,1,1,1
0941014C,0941,0.14,0,4,1,1,1
0941015C,0941,-0.63,0,3,1,0,0
0941016C,0941,-0.56,1,5,1,1,1
0941017C,0941,-0.18,1,4,1,0,1
0941020C,0941,-0.47,1,3,1,0,0
0942017C,0941,-0.32,0,4,1,0,1
0942003C,0942,-0.92,3,4,1,1,1
0942004C,0942,0.58,0,4,1,0,1
0942006C,0942,-0.12,0,4,1,0,1
0942008C,0942,-0.13,0,4,1,1,1
0942010C,0942,0.46,1,5,1,1,1
0942011C,0942,-0.65,1,5,1,1,1
0942012C,0942,-0.23,0,5,1,0,1
0942013C,0942,0.88,0,5,1,0,1
0942014C,0942,0.84,0,5,1,0,1
0942015C,0942,-0.18,0,4,1,0,1
0942016C,0942,1.45,0,5,1,1,1
0942019C,0942,-0.93,1,4,1,1,1
0942020C,0942,-1.05,2,5,1,0,1
0942021C,0942,-0.85,2,3,1,1,0
0942022C,0942,-0.32,1,4,1,0,1
0942024C,0942,-1.05,1,4,1,1,1
0942025C,0942,-0.65,1,5,1,1,1
0944001C,0944,0.57,1,3,2,0,0
0944003C,0944,0.62,1,4,2,0,1
0944006C,0944,0.1,0,4,2,1,1
0944009C,0944,0.68,0,4,2,1,1
0944012C,0944,0.3,1,5,2,0,1
0944013C,0944,1.23,0,3,2,0,0
0944016C,0944,0.45,0,5,2,0,1
0944018C,0944,0.54,0,4,2,1,1
0944021C,0944,0.85,0,5,2,1,1
0944022C,0944,1.6,0,4,2,0,1
0944023C,0944,0.54,0,5,2,1,1
0944024C,0944,0.93,0,5,2,0,1
0944025C,0944,1.23,0,4,2,0,1
0946001C,0946,0.65,0,4,1,1,1
0946002C,0946,-0.96,2,5,1,1,1
0946005C,0946,-0.71,2,4,1,0,1
0946006C,0946,-1.59,2,3,1,1,0
0946009C,0946,-0.23,0,4,1,1,1
0946011C,0946,-0.29,0,5,1,0,1
0946013C,0946,-0.8,1,3,1,0,0
0946016C,0946,-0.47,2,4,1,1,1
0946018C,0946,-0.49,1,4,1,0,1
0946021C,0946,-1.35,2,4,1,0,1
0946023C,0946,-0.6,2,4,1,1,1
0946024C,0946,-0.2,0,3,1,1,0
0946025C,0946,-0.23,0,4,1,1,1
0948001C,0948,-0.65,2,4,1,1,1
0948004C,0948,0.87,0,4,1,0,1
0948008C,0948,-0.18,0,5,1,0,1
0948009C,0948,-0.47,1,3,1,1,0
0948010C,0948,-0.2,2,3,1,1,0
0948011C,0948,0.54,0,4,1,1,1
0948012C,0948,-1.27,3,3,1,1,0
0948013C,0948,0.17,0,4,1,0,1
0948014C,0948,0.01,0,4,1,0,1
0948015C,0948,0.81,0,4,1,0,1
0948016C,0948,-0.7,0,3,1,0,0
0948017C,0948,0.0,0,5,1,0,1
0948018C,0948,0.56,2,3,1,1,0
0948019C,0948,-0.27,0,3,1,1,0
0948022C,0948,0.68,1,4,1,0,1
0948023C,0948,-0.59,2,5,1,0,1
0948024C,0948,0.13,0,3,1,1,0
0949001C,0949,-1.35,4,3,1,0,0
0949008C,0949,-1.65,3,4,1,1,1
0949010C,0949,-1.75,3,5,1,1,1
0949011C,0949,-1.29,3,4,1,1,1
0949012C,0949,-2.01,4,4,1,0,1
0949015C,0949,-1.46,4,4,1,1,1
0949017C,0949,-1.34,3,4,1,1,1
0949018C,0949,-0.79,2,4,1,1,1
0949020C,0949,-0.73,2,4,1,0,1
0949021C,0949,-1.04,1,4,1,1,1
0949024C,0949,-1.15,3,4,1,0,1
0954001C,0954,-0.8,4,5,1,1,1
0954002C,0954,-0.92,3,3,1,1,0
0954003C,0954,2.3,1,3,1,0,0
0954004C,0954,-0.27,0,5,1,0,1
0954005C,0954,-0.07,0,4,1,0,1
0954006C,0954,0.06,0,5,1,1,1
0954009C,0954,-0.54,1,3,1,1,0
0954012C,0954,1.13,1,3,1,0,0
0954013C,0954,-1.1,2,5,1,1,1
0954014C,0954,0.01,0,4,1,0,1
0954015C,0954,1.51,0,4,1,1,1
0954017C,0954,-0.02,1,5,1,1,1
0954018C,0954,0.33,1,4,1,0,1
0954020C,0954,-0.89,1,3,1,0,0
0954022C,0954,0.47,0,5,1,0,1
0954024C,0954,-0.35,0,4,1,1,1
0955003C,0955,-0.93,3,3,1,0,0
0955005C,0955,-1.58,3,5,1,1,1
0955007C,0955,-0.96,3,4,1,0,1
0955009C,0955,-1.29,4,3,1,1,0
0955010C,0955,-0.53,3,4,1,0,1
0955011C,0955,-1.51,1,4,1,0,1
0955013C,0955,-0.12,1,5,1,1,1
0955014C,0955,-1.04,2,3,1,1,0
0955016C,0955,-0.86,3,4,1,1,1
0955020C,0955,-1.38,4,5,1,1,1
0955021C,0955,-1.77,3,5,1,0,1
0955022C,0955,-0.75,2,4,1,1,1
0955024C,0955,-0.35,1,3,1,0,0
0962001C,0962,-0.56,0,2,1,1,0
0962002C,0962,0.88,0,3,1,0,0
0962004C,0962,-0.44,0,4,1,1,1
0962005C,0962,-0.35,0,5,1,0,1
0962006C,0962,0.55,0,2,1,0,0
0964001C,0964,-0.95,1,3,1,1,0
0964002C,0964,-0.77,1,4,1,1,1
0964003C,0964,-0.21,0,2,1,1,0
0964005C,0964,-0.19,0,5,1,1,1
0964006C,0964,-0.86,1,4,1,1,1
0964007C,0964,-0.76,0,4,1,0,1
0964009C,0964,-0.53,0,3,1,0,0
0964010C,0964,-0.93,1,4,1,0,1
0964013C,0964,0.71,0,5,1,0,1
0964015C,0964,-0.12,0,3,1,1,0
0964019C,0964,0.0,0,3,1,1,0
0964020C,0964,0.4,0,3,1,1,0
0964022C,0964,-0.6,1,2,1,1,0
0967008C,0964,-1.47,2,4,1,1,1
0971003C,0964,0.15,0,4,1,1,1
0967002C,0967,-0.44,2,3,1,0,0
0967003C,0967,-0.84,1,4,1,1,1
0967004C,0967,-0.74,1,4,1,1,1
0967006C,0967,-0.14,0,3,1,0,0
0967007C,0967,-0.24,1,3,1,1,0
0967009C,0967,-0.31,0,3,1,1,0
0967014C,0967,0.02,1,5,1,1,1
0967015C,0967,-0.61,0,4,1,1,1
0967019C,0967,0.6,0,5,1,1,1
0967020C,0967,0.35,0,3,1,1,0
0967021C,0967,-0.09,0,2,1,0,0
0967022C,0967,0.94,0,4,1,0,1
0967023C,0967,0.72,0,3,1,1,0
0967024C,0967,-0.12,0,3,1,1,0
0968002C,0968,0.79,0,5,1,0,1
0968004C,0968,0.41,0,5,1,0,1
0968008C,0968,0.27,0,3,1,1,0
0968010C,0968,-0.19,0,4,1,0,1
0968016C,0968,1.14,0,4,1,1,1
0968018C,0968,0.36,0,2,1,0,0
0968019C,0968,1.22,0,4,1,0,1
0968021C,0968,0.14,0,4,1,1,1
0968024C,0968,0.13,0,4,1,1,1
0967010C,0969,1.2,0,4,2,0,1
0969001C,0969,0.12,0,4,2,0,1
0969005C,0969,-0.01,0,5,2,1,1
0969006C,0969,1.11,1,4,2,0,1
0969007C,0969,-0.13,1,4,2,1,1
0969008C,0969,0.05,0,3,2,0,0
0969009C,0969,2.51,0,5,2,0,1
0969011C,0969,0.05,1,4,2,0,1
0969012C,0969,0.38,0,4,2,0,1
0969013C,0969,0.64,0,4,2,1,1
0969014C,0969,0.62,0,4,2,0,1
0969016C,0969,-0.31,0,3,2,1,0
0969017C,0969,0.88,0,5,2,1,1
0969018C,0969,0.75,1,5,2,1,1
0971002C,0969,-0.19,0,3,2,0,0
0975001C,0975,-0.29,1,2,1,1,0
0975003C,0975,-0.46,0,3,1,0,0
0975004C,0975,0.33,0,4,1,1,1
0975007C,0975,1.36,0,5,1,1,1
0975011C,0975,-0.06,0,4,1,0,1
0975012C,0975,0.22,0,3,1,1,0
0975013C,0975,-0.27,0,3,1,0,0
0975014C,0975,0.63,0,3,1,0,0
0975015C,0975,0.39,0,5,1,0,1
0975017C,0975,0.42,0,4,1,0,1
0975018C,0975,0.46,0,5,1,1,1
0975020C,0975,0.83,0,3,1,1,0
0975024C,0975,0.17,0,5,1,1,1
0983002C,0983,1.48,0,5,2,1,1
0983003C,0983,-0.1,0,5,2,0,1
0983007C,0983,0.77,0,5,2,1,1
0983008C,0983,1.02,0,5,2,1,1
0983009C,0983,0.49,0,5,2,0,1
0983010C,0983,-0.37,1,5,2,1,1
0983013C,0983,1.42,0,5,2,1,1
1000002C,1000,0.75,0,4,1,1,1
1000004C,1000,0.7,0,5,1,1,1
1000005C,1000,1.05,0,4,1,1,1
1000007C,1000,1.41,0,5,1,1,1
1000008C,1000,1.42,0,5,1,0,1
1000010C,1000,0.45,0,3,1,0,0
1000011C,1000,1.14,0,5,1,0,1
1000012C,1000,0.17,0,4,1,1,1
1000014C,1000,1.46,0,5,1,0,1
1000018C,1000,0.29,0,4,1,0,1
1000019C,1000,0.95,0,5,1,1,1
1000022C,1000,2.64,0,3,1,0,0
1000023C,1000,1.89,0,4,1,0,1
1000024C,1000,1.07,0,5,1,1,1
1000026C,1000,1.14,0,5,1,0,1
1001001C,1001,0.11,0,4,1,1,1
1001002C,1001,1.02,0,5,1,1,1
1001005C,1001,0.66,0,4,1,1,1
1001006C,1001,1.19,0,3,1,1,0
1001007C,1001,2.17,0,5,1,0,1
1001009C,1001,2.09,0,4,1,1,1
1001011C,1001,1.08,0,4,1,1,1
1001012C,1001,0.58,0,4,1,1,1
1001013C,1001,0.67,0,5,1,1,1
1001014C,1001,0.69,0,4,1,0,1
1001016C,1001,-0.05,0,3,1,1,0
1001017C,1001,0.51,0,4,1,0,1
