Y,U,I,H,G
15,12,109,10133,10133:109
-1,12,21,10058,10058:21
1,12,10,10116,10116:10
2,12,105,10048,10048:105
-3,12,14,10053,10053:14
1,12,10,10101,10101:10
6,12,21,10033,10033:21
1,12,53,10043,10043:53
2,12,14,10099,10099:14
6,12,109,10115,10115:109
1,12,21,10103,10103:21
3,12,129,10004,10004:129
2,12,27,20065,20065:27
8,12,55,20011,20011:55
2,12,21,10041,10041:21
-6,12,139,10020,10020:139
2,12,101,20054,20054:101
-8,12,83,10056,10056:83
15,12,33,10097,10097:33
-2,12,131,10004,10004:131
-1,12,137,10009,10009:137
40,12,53,10060,10060:53
3,12,23,20056,20056:23
6,12,63,20010,20010:63
2,12,139,10037,10037:139
1,12,14,20044,20044:14
-1,12,41,20051,20051:41
21,12,77,10110,10110:77
30,12,101,20068,20068:101
2,12,131,20082,20082:131
-45,12,85,10095,10095:85
-4,12,129,20036,20036:129
-3,12,99,20069,20069:99
-2,12,83,10010,10010:83
50,12,2,10015,10015:2
0,12,139,20077,20077:139
0,12,2,10114,10114:2
6,12,41,10086,10086:41
-1,12,74,10089,10089:74
-36,12,74,10018,10018:74
15,12,53,10080,10080:53
-1,12,23,10014,10014:23
33,12,74,10133,10133:74
-1,12,63,10091,10091:63
-1,12,129,10083,10083:129
-3,12,41,10030,10030:41
18,12,101,10095,10095:101
0,12,74,20048,20048:74
40,12,67,20042,20042:67
43,12,67,20080,20080:67
44,12,71,10058,10058:71
8,12,81,10082,10082:81
50,12,139,10002,10002:139
5,12,2,20006,20006:2
-1,12,109,10020,10020:109
19,12,69,20042,20042:69
-2,12,33,10119,10119:33
1,12,69,10024,10024:69
-2,12,69,10005,10005:69
50,12,55,20063,20063:55
3,12,77,10103,10103:77
-1,12,135,10026,10026:135
0,12,135,10019,10019:135
3,12,67,20032,20032:67
0,12,85,10088,10088:85
25,12,63,20089,20089:63
-1,12,81,20048,20048:81
-29,12,139,10055,10055:139
-2,12,137,10034,10034:137
0,12,37,20062,20062:37
0,12,41,10087,10087:41
7,12,77,10009,10009:77
20,12,55,10105,10105:55
-1,12,10,20044,20044:10
32,12,45,10096,10096:45
1,12,99,10116,10116:99
47,12,2,10063,10063:2
21,12,115,10125,10125:115
5,12,41,20006,20006:41
-2,12,135,10034,10034:135
0,12,77,20066,20066:77
13,12,45,10075,10075:45
-20,12,113,10001,10001:113
4,12,101,10122,10122:101
0,12,55,20062,20062:55
-17,12,41,20016,20016:41
1,12,14,10116,10116:14
-1,12,33,20024,20024:33
0,12,55,10090,10090:55
1,12,37,10082,10082:37
0,12,67,10104,10104:67
14,12,23,20057,20057:23
7,12,109,10105,10105:109
1,12,45,10033,10033:45
-4,12,67,20069,20069:67
2,12,85,10029,10029:85
50,12,139,10003,10003:139
-2,12,45,10012,10012:45
30,12,55,10125,10125:55
3,12,77,20008,20008:77
50,12,129,10110,10110:129
-15,12,67,20074,20074:67
-2,12,74,20028,20028:74
11,12,69,10013,10013:69
14,12,101,20088,20088:101
-32,12,139,10101,10101:139
4,12,45,10020,10020:45
25,12,67,10050,10050:67
0,12,63,20075,20075:63
3,12,74,10086,10086:74
2,12,113,20008,20008:113
15,12,63,10004,10004:63
-1,12,14,10036,10036:14
9,12,77,10004,10004:77
0,12,135,20026,20026:135
29,12,14,10104,10104:14
8,12,121,10097,10097:121
1,12,53,20081,20081:53
2,12,45,20054,20054:45
-1,12,131,10110,10110:131
11,12,63,10074,10074:63
1,12,33,10120,10120:33
26,12,137,10046,10046:137
6,12,109,20068,20068:109
0,12,27,10015,10015:27
1,12,113,10083,10083:113
9,12,121,10049,10049:121
50,12,131,10056,10056:131
-2,12,55,10035,10035:55
1,12,71,10050,10050:71
4,12,74,20090,20090:74
-1,12,139,10098,10098:139
1,12,77,10060,10060:77
0,12,131,20066,20066:131
4,12,67,10103,10103:67
0,12,131,10028,10028:131
-2,12,81,10028,10028:81
1,12,45,20048,20048:45
20,12,63,20042,20042:63
2,12,21,10094,10094:21
-3,12,53,20051,20051:53
26,12,45,10089,10089:45
26,12,10,10085,10085:10
13,12,129,10102,10102:129
13,12,131,20009,20009:131
0,12,105,20087,20087:105
50,12,55,10042,10042:55
-23,12,135,10131,10131:135
-4,12,69,10030,10030:69
4,12,135,20002,20002:135
1,12,45,10038,10038:45
1,12,105,10080,10080:105
0,12,67,10101,10101:67
-3,12,121,10018,10018:121
0,12,131,20006,20006:131
3,12,137,10050,10050:137
2,12,45,10087,10087:45
32,12,109,10062,10062:109
0,12,53,10054,10054:53
0,12,2,10044,10044:2
9,12,55,10108,10108:55
-34,12,113,10047,10047:113
38,12,63,10044,10044:63
2,12,109,20025,20025:109
5,12,10,10078,10078:10
1,12,113,20037,20037:113
-5,12,10,20073,20073:10
-6,12,121,20051,20051:121
-15,12,131,20040,20040:131
-5,12,121,10100,10100:121
39,12,69,10037,10037:69
2,12,45,10066,10066:45
-1,12,135,10043,10043:135
-21,12,55,10114,10114:55
3,12,105,10112,10112:105
3,12,77,20081,20081:77
0,12,131,10103,10103:131
27,12,41,10117,10117:41
1,12,45,10060,10060:45
2,12,135,10052,10052:135
20,12,105,10102,10102:105
1,12,83,10033,10033:83
-32,12,115,10101,10101:115
29,12,121,10132,10132:121
-2,12,105,10053,10053:105
-20,12,113,10108,10108:113
-1,12,83,10011,10011:83
-1,12,45,10047,10047:45
0,12,129,20026,20026:129
26,12,69,10026,10026:69
50,12,37,10085,10085:37
0,12,71,20018,20018:71
-30,12,41,20039,20039:41
0,12,81,20077,20077:81
-8,12,45,10061,10061:45
-2,12,83,10109,10109:83
-19,12,21,10066,10066:21
-2,12,67,10018,10018:67
-50,12,69,10004,10004:69
2,12,109,10090,10090:109
50,12,41,10039,10039:41
-30,12,113,10087,10087:113
-1,12,137,10037,10037:137
10,12,63,20074,20074:63
0,12,63,20018,20018:63
13,12,53,10020,10020:53
13,12,139,20063,20063:139
47,12,21,10112,10112:21
6,12,45,10035,10035:45
26,12,131,10063,10063:131
0,12,41,20044,20044:41
-2,12,129,10019,10019:129
13,12,121,10075,10075:121
2,12,63,10108,10108:63
-12,12,2,20057,20057:2
16,12,77,10042,10042:77
-1,12,115,10046,10046:115
-2,12,101,10035,10035:101
-18,12,27,10047,10047:27
0,12,131,10116,10116:131
4,12,95,10086,10086:95
5,12,69,20088,20088:69
-3,12,77,10012,10012:77
1,12,21,10109,10109:21
1,12,74,10100,10100:74
34,12,67,10110,10110:67
0,12,63,20081,20081:63
35,12,101,10063,10063:101
1,12,81,10052,10052:81
-1,12,113,20069,20069:113
0,12,23,10026,10026:23
-1,12,101,10018,10018:101
19,12,2,10120,10120:2
43,12,41,10096,10096:41
45,12,77,10112,10112:77
2,12,41,10058,10058:41
0,12,45,20011,20011:45
4,12,81,10094,10094:81
22,12,131,10052,10052:131
5,12,137,20028,20028:137
-26,12,113,10028,10028:113
0,12,74,10042,10042:74
-2,12,115,20011,20011:115
0,12,45,20055,20055:45
3,12,109,10025,10025:109
3,12,135,10088,10088:135
39,12,14,20002,20002:14
23,12,71,10096,10096:71
-2,12,135,10074,10074:135
12,12,74,20089,20089:74
-1,12,113,10036,10036:113
1,12,45,10103,10103:45
-2,12,105,10026,10026:105
30,12,95,10112,10112:95
0,12,53,20066,20066:53
-2,12,67,10006,10006:67
50,12,109,10114,10114:109
-13,12,83,20010,20010:83
0,12,41,20037,20037:41
50,12,105,20067,20067:105
5,12,67,20068,20068:67
-1,12,115,10074,10074:115
-4,12,99,20003,20003:99
1,12,27,10110,10110:27
-2,12,2,10010,10010:2
0,12,113,20048,20048:113
45,12,77,10034,10034:77
15,12,37,10090,10090:37
14,12,23,10019,10019:23
4,12,21,20023,20023:21
0,12,55,20044,20044:55
0,12,63,10014,10014:63
12,12,37,10075,10075:37
4,12,33,10050,10050:33
0,12,71,20065,20065:71
-4,12,137,10025,10025:137
-2,12,83,10042,10042:83
-3,12,139,10091,10091:139
4,12,109,20047,20047:109
-2,12,77,10119,10119:77
0,12,77,10008,10008:77
20,12,113,20075,20075:113
-18,12,10,10059,10059:10
0,12,45,10116,10116:45
18,12,27,10020,10020:27
-3,12,135,10046,10046:135
-4,12,71,10030,10030:71
5,12,131,10099,10099:131
2,12,83,10116,10116:83
-9,12,99,20011,20011:99
-10,12,45,20029,20029:45
38,12,21,10012,10012:21
0,12,113,10054,10054:113
11,12,101,10053,10053:101
-2,12,33,10047,10047:33
9,12,41,10075,10075:41
-2,12,131,20051,20051:131
0,12,33,20065,20065:33
4,12,85,10115,10115:85
-21,12,14,10095,10095:14
-10,12,121,20017,20017:121
50,12,14,10048,10048:14
4,12,99,20008,20008:99
1,12,10,10125,10125:10
-16,12,71,10027,10027:71
7,12,109,20086,20086:109
13,12,33,20017,20017:33
50,12,77,20075,20075:77
-6,12,69,10100,10100:69
20,12,77,10083,10083:77
4,12,101,10019,10019:101
11,12,69,10103,10103:69
-1,12,101,10028,10028:101
16,12,135,10105,10105:135
2,12,14,10103,10103:14
0,12,121,20018,20018:121
7,12,113,10086,10086:113
0,12,37,10059,10059:37
14,12,113,20010,20010:113
-4,12,74,10109,10109:74
4,12,109,20028,20028:109
-2,12,135,10003,10003:135
4,12,21,20090,20090:21
-1,12,121,20081,20081:121
-4,12,129,10030,10030:129
-1,12,74,10021,10021:74
2,12,27,10078,10078:27
-4,12,81,10108,10108:81
2,12,121,10116,10116:121
0,12,53,20035,20035:53
-1,12,71,10018,10018:71
2,12,77,10125,10125:77
0,12,81,10006,10006:81
3,12,41,20023,20023:41
21,12,53,10040,10040:53
-4,12,121,10099,10099:121
0,12,45,20006,20006:45
7,12,105,10014,10014:105
-15,12,23,20021,20021:23
50,12,113,20089,20089:113
0,12,41,10094,10094:41
26,12,14,10063,10063:14
0,12,95,20066,20066:95
1,12,2,20037,20037:2
0,12,21,10082,10082:21
1,12,101,10064,10064:101
1,12,27,10024,10024:27
-12,12,45,10100,10100:45
-3,12,27,10012,10012:27
0,12,74,10047,10047:74
16,12,10,10117,10117:10
0,12,81,20025,20025:81
-2,12,99,10006,10006:99
10,12,85,10071,10071:85
2,12,67,10095,10095:67
-7,12,33,20016,20016:33
8,12,83,10082,10082:83
4,12,95,10117,10117:95
13,12,101,10097,10097:101
0,12,45,20035,20035:45
50,12,69,10011,10011:69
0,12,129,20074,20074:129
2,12,121,10032,10032:121
-1,12,41,10114,10114:41
-50,12,74,10001,10001:74
0,12,129,20065,20065:129
-13,12,95,10061,10061:95
3,12,121,20008,20008:121
17,12,2,10012,10012:2
3,12,69,20023,20023:69
-24,12,85,10083,10083:85
0,12,37,10036,10036:37
-11,12,83,10008,10008:83
1,12,67,10115,10115:67
16,12,137,20086,20086:137
24,12,115,10062,10062:115
0,12,23,10113,10113:23
2,12,81,10087,10087:81
11,12,83,20056,20056:83
-9,12,27,20051,20051:27
-2,12,101,20051,20051:101
0,12,131,20074,20074:131
-1,12,131,10076,10076:131
4,12,129,10099,10099:129
0,12,55,20082,20082:55
38,12,55,10050,10050:55
0,12,131,20035,20035:131
-2,12,135,10006,10006:135
11,12,131,20089,20089:131
-13,12,37,10058,10058:37
-1,12,14,10028,10028:14
-2,12,45,10006,10006:45
1,12,10,10073,10073:10
6,12,37,20004,20004:37
-50,12,67,10001,10001:67
26,12,2,20078,20078:2
2,12,121,20086,20086:121
17,12,63,10119,10119:63
2,12,67,10024,10024:67
-50,12,139,10025,10025:139
3,12,27,20042,20042:27
-17,12,63,20020,20020:63
-46,12,71,10131,10131:71
5,12,139,20004,20004:139
12,12,69,10008,10008:69
-13,12,67,20083,20083:67
8,12,10,10053,10053:10
-1,12,21,10067,10067:21
-50,12,69,20067,20067:69
50,12,129,10112,10112:129
0,12,81,20063,20063:81
0,12,71,20036,20036:71
10,12,113,20045,20045:113
18,12,121,20037,20037:121
0,12,10,20065,20065:10
-1,12,71,10067,10067:71
6,12,14,20023,20023:14
-3,12,14,10102,10102:14
0,12,101,10115,10115:101
17,12,63,20068,20068:63
11,12,81,10133,10133:81
6,12,131,20083,20083:131
0,12,27,10042,10042:27
19,12,55,10010,10010:55
6,12,55,10103,10103:55
-2,12,101,10014,10014:101
3,12,81,10098,10098:81
-1,12,37,10026,10026:37
1,12,23,10125,10125:23
9,12,67,10049,10049:67
-2,12,69,20024,20024:69
-4,12,135,10021,10021:135
-1,12,37,10001,10001:37
2,12,121,10074,10074:121
0,12,135,20037,20037:135
-1,12,45,10059,10059:45
31,12,77,10018,10018:77
0,12,83,20025,20025:83
0,12,41,20066,20066:41
0,12,74,20046,20046:74
0,12,129,10026,10026:129
-17,12,137,10043,10043:137
7,12,131,10090,10090:131
-2,12,27,10034,10034:27
22,12,55,10026,10026:55
2,12,129,10113,10113:129
32,12,129,10089,10089:129
4,12,95,10096,10096:95
50,12,69,10001,10001:69
2,12,53,10115,10115:53
-2,12,137,10047,10047:137
3,12,27,10035,10035:27
-26,12,71,10005,10005:71
-2,12,131,10025,10025:131
1,12,63,10024,10024:63
0,12,2,10058,10058:2
6,12,27,20008,20008:27
2,12,137,20037,20037:137
1,12,21,10125,10125:21
4,12,101,20090,20090:101
-2,12,135,10018,10018:135
17,12,55,20019,20019:55
-11,12,41,10002,10002:41
2,12,37,10041,10041:37
-1,12,77,10028,10028:77
-15,12,99,10058,10058:99
-2,12,121,10053,10053:121
-50,12,139,10050,10050:139
19,12,81,20089,20089:81
20,12,131,10065,10065:131
27,12,95,10078,10078:95
-1,12,85,10054,10054:85
13,12,121,10087,10087:121
2,12,33,10103,10103:33
-7,12,55,10087,10087:55
-1,12,113,10082,10082:113
0,12,135,20022,20022:135
9,12,41,10071,10071:41
-1,12,55,10013,10013:55
30,12,109,10125,10125:109
-1,12,99,10054,10054:99
-2,12,113,10012,10012:113
26,12,105,10095,10095:105
-9,12,10,10108,10108:10
3,12,101,10113,10113:101
14,12,14,10008,10008:14
-1,12,37,10047,10047:37
0,12,109,20077,20077:109
-1,12,55,20078,20078:55
1,12,10,10103,10103:10
-1,12,21,10036,10036:21
6,12,113,20004,20004:113
0,12,131,10059,10059:131
0,12,33,10052,10052:33
0,12,115,20087,20087:115
-15,12,53,20045,20045:53
-6,12,129,10073,10073:129
-1,12,27,10074,10074:27
34,12,45,10119,10119:45
0,12,53,20024,20024:53
20,12,109,20089,20089:109
-2,12,33,10046,10046:33
-15,12,113,10101,10101:113
7,12,135,20057,20057:135
50,12,77,10044,10044:77
1,12,71,10024,10024:71
-2,12,10,10029,10029:10
35,12,23,10059,10059:23
8,12,113,10090,10090:113
0,12,55,10002,10002:55
6,12,109,10029,10029:109
0,12,129,20003,20003:129
-2,12,10,10065,10065:10
9,12,137,20090,20090:137
3,12,74,20047,20047:74
27,12,81,10051,10051:81
0,12,14,10082,10082:14
4,12,33,10045,10045:33
0,12,69,10045,10045:69
6,12,139,10074,10074:139
6,12,137,10062,10062:137
3,12,21,10038,10038:21
2,12,137,20069,20069:137
13,12,101,20016,20016:101
0,12,85,20025,20025:85
13,12,21,20080,20080:21
2,12,67,10015,10015:67
-8,12,63,10101,10101:63
2,12,21,20077,20077:21
29,12,41,10012,10012:41
29,12,23,20088,20088:23
2,12,21,20025,20025:21
-2,12,95,10009,10009:95
0,12,45,10095,10095:45
2,12,137,10086,10086:137
-1,12,81,10044,10044:81
14,12,139,10122,10122:139
-1,12,71,10075,10075:71
19,12,105,10109,10109:105
16,12,45,10051,10051:45
0,12,10,20075,20075:10
2,12,77,10002,10002:77
50,12,21,10104,10104:21
11,12,129,10062,10062:129
-26,12,137,20014,20014:137
20,12,71,10063,10063:71
-21,12,101,20080,20080:101
1,12,27,10066,10066:27
0,12,101,10052,10052:101
-2,12,81,10004,10004:81
2,12,137,10103,10103:137
0,12,101,20022,20022:101
0,12,95,20006,20006:95
12,12,81,10003,10003:81
7,12,109,10078,10078:109
3,12,45,20090,20090:45
1,12,105,10002,10002:105
-3,12,139,10010,10010:139
0,12,109,20088,20088:109
35,12,135,10111,10111:135
0,12,41,20055,20055:41
-1,12,131,20037,20037:131
18,12,63,10036,10036:63
-1,12,33,20069,20069:33
-1,12,53,10009,10009:53
0,12,14,20055,20055:14
0,12,131,10019,10019:131
-2,12,137,10005,10005:137
0,12,63,20021,20021:63
10,12,131,20062,20062:131
5,12,139,20023,20023:139
-24,12,55,20014,20014:55
-3,12,63,10039,10039:63
0,12,41,10044,10044:41
2,12,81,10039,10039:81
-11,12,85,20024,20024:85
0,12,33,20075,20075:33
2,12,105,10005,10005:105
31,12,129,10051,10051:129
-2,12,129,10020,10020:129
-1,12,129,10076,10076:129
3,12,135,20028,20028:135
12,12,45,10002,10002:45
21,12,45,20086,20086:45
-2,12,115,10115,10115:115
1,12,2,10064,10064:2
1,12,139,10080,10080:139
1,12,81,10021,10021:81
41,12,67,10117,10117:67
-1,12,131,20078,20078:131
-2,12,33,10034,10034:33
-2,12,27,20024,20024:27
2,12,10,10066,10066:10
0,12,81,10120,10120:81
6,12,21,20004,20004:21
15,12,2,10047,10047:2
21,12,53,10087,10087:53
27,12,53,20078,20078:53
4,12,115,10044,10044:115
-2,12,37,10029,10029:37
6,12,121,20028,20028:121
23,12,23,20017,20017:23
13,12,109,10131,10131:109
0,12,101,20044,20044:101
32,12,137,10133,10133:137
-1,12,131,10042,10042:131
22,12,77,20044,20044:77
-3,12,21,20069,20069:21
0,12,137,20081,20081:137
-15,12,105,20004,20004:105
3,12,33,10058,10058:33
1,12,95,10002,10002:95
-2,12,121,20047,20047:121
8,12,71,10019,10019:71
6,12,131,10064,10064:131
11,12,2,10075,10075:2
3,12,27,20081,20081:27
-1,12,45,10099,10099:45
0,12,95,10054,10054:95
-5,12,33,10009,10009:33
33,12,85,10018,10018:85
2,12,129,10064,10064:129
0,12,10,10076,10076:10
50,12,67,10064,10064:67
50,12,105,10001,10001:105
3,12,53,10109,10109:53
3,12,2,10096,10096:2
50,12,2,10065,10065:2
1,12,137,20025,20025:137
-1,12,55,10011,10011:55
3,12,45,20023,20023:45
50,12,14,10067,10067:14
0,12,14,20046,20046:14
7,12,105,10086,10086:105
-1,12,81,20080,20080:81
-6,12,121,10027,10027:121
12,12,63,10133,10133:63
1,12,77,10052,10052:77
2,12,71,10098,10098:71
0,12,109,20032,20032:109
0,12,101,20046,20046:101
50,12,83,10053,10053:83
2,12,101,10094,10094:101
-5,12,137,10077,10077:137
4,12,105,20028,20028:105
0,12,63,10038,10038:63
2,12,121,10044,10044:121
-48,12,83,10131,10131:83
11,12,10,20062,20062:10
-39,12,45,20039,20039:45
0,12,113,20032,20032:113
-1,12,115,10071,10071:115
2,12,83,10028,10028:83
4,12,55,10009,10009:55
35,12,69,20055,20055:69
0,12,137,20024,20024:137
-3,12,14,10011,10011:14
0,12,137,20055,20055:137
0,12,113,10075,10075:113
-36,12,74,10004,10004:74
0,12,77,20026,20026:77
23,12,101,20089,20089:101
-3,12,131,10018,10018:131
2,12,105,10116,10116:105
-2,12,74,10046,10046:74
2,12,109,10095,10095:109
11,12,23,20037,20037:23
22,12,115,10110,10110:115
0,12,14,10052,10052:14
-1,12,83,20051,20051:83
-1,12,53,10011,10011:53
-4,12,135,10025,10025:135
-11,12,115,20010,20010:115
0,12,131,20018,20018:131
0,12,74,20075,20075:74
0,12,137,10004,10004:137
1,12,23,10103,10103:23
-5,12,21,10050,10050:21
0,12,45,20042,20042:45
50,12,21,10087,10087:21
15,12,71,10133,10133:71
-5,12,135,10091,10091:135
30,12,135,10117,10117:135
1,12,137,10110,10110:137
-6,12,109,10019,10019:109
2,12,135,10099,10099:135
14,12,27,10046,10046:27
6,12,129,20028,20028:129
3,12,33,10101,10101:33
0,12,109,20065,20065:109
0,12,71,10036,10036:71
-1,12,63,10009,10009:63
0,12,10,10109,10109:10
31,12,139,10047,10047:139
-1,12,99,20037,20037:99
8,12,71,20042,20042:71
-4,12,101,10108,10108:101
-2,12,63,10003,10003:63
-3,12,71,20051,20051:71
37,12,55,10078,10078:55
-9,12,71,20023,20023:71
-1,12,113,10034,10034:113
-4,12,27,10056,10056:27
0,12,45,10028,10028:45
50,12,77,10114,10114:77
32,12,53,10063,10063:53
0,12,21,20046,20046:21
50,12,69,10087,10087:69
16,12,41,10102,10102:41
0,12,27,20022,20022:27
-4,12,14,10004,10004:14
-6,12,131,10050,10050:131
-3,12,55,10018,10018:55
39,12,53,10001,10001:53
-1,12,83,10080,10080:83
6,12,83,10125,10125:83
-7,12,81,20081,20081:81
-1,12,121,10030,10030:121
18,12,113,20086,20086:113
-1,12,135,20056,20056:135
-4,12,109,20003,20003:109
0,12,10,10018,10018:10
-1,12,67,10132,10132:67
11,12,105,20062,20062:105
0,12,113,20084,20084:113
0,12,99,10039,10039:99
-9,12,21,10014,10014:21
1,12,139,10013,10013:139
8,12,115,10029,10029:115
15,12,77,10041,10041:77
39,12,69,10059,10059:69
-4,12,95,10065,10065:95
-15,12,27,10101,10101:27
0,12,21,10132,10132:21
-1,12,45,10005,10005:45
-25,12,23,10058,10058:23
0,12,69,20039,20039:69
23,12,121,10026,10026:121
0,12,109,10024,10024:109
8,12,74,10085,10085:74
0,12,27,20087,20087:27
2,12,2,10101,10101:2
0,12,81,10030,10030:81
37,12,135,10110,10110:135
0,12,10,20055,20055:10
-1,12,129,20078,20078:129
-2,12,135,10001,10001:135
25,12,71,10014,10014:71
-13,12,67,20084,20084:67
4,12,109,10006,10006:109
4,12,137,10102,10102:137
-1,12,23,20024,20024:23
9,12,21,10131,10131:21
24,12,131,10051,10051:131
0,12,137,10088,10088:137
-2,12,81,10029,10029:81
-8,12,81,20069,20069:81
1,12,74,10028,10028:74
1,12,81,10116,10116:81
37,12,121,10113,10113:121
10,12,69,10075,10075:69
34,12,113,20085,20085:113
0,12,67,20006,20006:67
4,12,95,20008,20008:95
-3,12,137,10012,10012:137
37,12,55,10111,10111:55
-50,12,63,10015,10015:63
1,12,37,10131,10131:37
-1,12,135,20081,20081:135
-1,12,55,10005,10005:55
-1,12,67,10114,10114:67
-2,12,83,20037,20037:83
12,12,99,10091,10091:99
0,12,85,10019,10019:85
0,12,14,20087,20087:14
0,12,109,20018,20018:109
50,12,115,10114,10114:115
-2,12,53,10010,10010:53
0,12,99,20065,20065:99
28,12,71,10120,10120:71
-4,12,27,20067,20067:27
2,12,67,20078,20078:67
11,12,77,10053,10053:77
-1,12,71,10020,10020:71
1,12,101,10060,10060:101
-2,12,105,20051,20051:105
-12,12,41,10100,10100:41
-12,12,63,20086,20086:63
5,12,131,20090,20090:131
-4,12,2,20080,20080:2
0,12,2,20084,20084:2
5,12,99,10061,10061:99
1,12,63,10109,10109:63
-2,12,2,10122,10122:2
14,12,101,10032,10032:101
50,12,14,10114,10114:14
2,12,137,10090,10090:137
2,12,101,10020,10020:101
16,12,135,10125,10125:135
-2,12,37,10010,10010:37
3,12,115,20084,20084:115
5,12,10,20042,20042:10
3,12,95,20023,20023:95
-16,12,10,10131,10131:10
0,12,95,20080,20080:95
19,12,41,20011,20011:41
-2,12,53,10077,10077:53
15,12,37,10071,10071:37
-2,12,115,10034,10034:115
6,12,105,10087,10087:105
-9,12,113,10032,10032:113
11,12,10,10008,10008:10
-2,12,135,10005,10005:135
1,12,55,20081,20081:55
4,13,69,20086,20086:69
-11,13,121,20045,20045:121
0,13,99,20082,20082:99
50,13,21,10114,10114:21
-5,13,21,10004,10004:21
18,13,23,10046,10046:23
-30,13,139,20074,20074:139
5,13,137,20087,20087:137
-11,13,37,10066,10066:37
0,13,129,20055,20055:129
16,13,67,10051,10051:67
2,13,115,10048,10048:115
17,13,55,10051,10051:55
1,13,23,10053,10053:23
-1,13,137,10104,10104:137
35,13,137,20048,20048:137
1,13,115,10026,10026:115
19,13,55,20005,20005:55
3,13,95,10019,10019:95
-3,13,21,10010,10010:21
50,13,23,10112,10112:23
11,13,81,10102,10102:81
2,13,37,10133,10133:37
-4,13,129,10027,10027:129
-2,13,37,10034,10034:37
-32,13,95,20039,20039:95
-6,13,137,10020,10020:137
-1,13,115,20063,20063:115
0,13,37,20044,20044:37
0,13,63,20066,20066:63
25,13,63,10034,10034:63
50,13,63,10087,10087:63
13,13,71,20090,20090:71
4,13,23,20090,20090:23
2,13,131,10048,10048:131
0,13,33,10037,10037:33
-11,13,67,20004,20004:67
1,13,105,10052,10052:105
0,13,74,10006,10006:74
23,13,109,10075,10075:109
1,13,109,10073,10073:109
6,13,131,20023,20023:131
0,13,23,20044,20044:23
-1,13,113,10096,10096:113
3,13,131,10066,10066:131
0,13,121,20044,20044:121
-2,13,67,20073,20073:67
50,13,121,10003,10003:121
0,13,101,20073,20073:101
2,13,131,10112,10112:131
-1,13,45,10009,10009:45
0,13,131,20045,20045:131
-1,13,67,10098,10098:67
-2,13,85,10010,10010:85
3,13,10,10077,10077:10
25,13,63,10042,10042:63
1,13,83,10110,10110:83
-7,13,121,10108,10108:121
12,13,63,10096,10096:63
-12,13,121,10002,10002:121
0,13,113,20077,20077:113
-15,13,115,10119,10119:115
37,13,27,10026,10026:27
0,13,131,10101,10101:131
34,13,139,10131,10131:139
