a,g,item,resp,id,b,s,m,r2
27,M,S1DoCurse,yes,234,curse,other,do,Y
18,F,S1DoCurse,perhaps,235,curse,other,do,Y
17,F,S1DoCurse,perhaps,236,curse,other,do,Y
20,F,S1DoCurse,yes,237,curse,other,do,Y
18,F,S1DoCurse,no,238,curse,other,do,N
14,F,S1DoCurse,no,239,curse,other,do,N
17,F,S1DoCurse,no,240,curse,other,do,N
18,F,S1DoCurse,perhaps,241,curse,other,do,Y
15,F,S1DoCurse,yes,242,curse,other,do,Y
18,F,S1DoCurse,yes,243,curse,other,do,Y
27,F,S1DoCurse,yes,244,curse,other,do,Y
22,F,S1DoCurse,no,245,curse,other,do,N
18,F,S1DoCurse,yes,246,curse,other,do,Y
30,M,S1DoCurse,yes,247,curse,other,do,Y
13,F,S1DoCurse,no,248,curse,other,do,N
22,M,S1DoCurse,no,249,curse,other,do,N
19,F,S1DoCurse,yes,250,curse,other,do,Y
13,F,S1DoCurse,no,251,curse,other,do,N
34,F,S1DoCurse,yes,252,curse,other,do,Y
19,F,S1DoCurse,perhaps,253,curse,other,do,Y
23,M,S1DoCurse,perhaps,254,curse,other,do,Y
21,F,S1DoCurse,no,255,curse,other,do,N
18,F,S1DoCurse,no,256,curse,other,do,N
18,F,S1DoCurse,yes,257,curse,other,do,Y
15,M,S1DoCurse,perhaps,258,curse,other,do,Y
21,M,S1DoCurse,yes,259,curse,other,do,Y
26,F,S1DoCurse,yes,260,curse,other,do,Y
19,F,S1DoCurse,no,261,curse,other,do,N
34,F,S1DoCurse,yes,262,curse,other,do,Y
20,F,S1DoCurse,yes,263,curse,other,do,Y
21,F,S1DoCurse,yes,264,curse,other,do,Y
26,F,S1DoCurse,perhaps,265,curse,other,do,Y
23,F,S1DoCurse,yes,266,curse,other,do,Y
14,F,S1DoCurse,no,267,curse,other,do,N
23,F,S1DoCurse,yes,268,curse,other,do,Y
17,F,S1DoCurse,no,269,curse,other,do,N
18,F,S1DoCurse,perhaps,270,curse,other,do,Y
19,F,S1DoCurse,perhaps,271,curse,other,do,Y
25,F,S1DoCurse,perhaps,272,curse,other,do,Y
20,M,S1DoCurse,yes,273,curse,other,do,Y
26,F,S1DoCurse,yes,274,curse,other,do,Y
21,F,S1DoCurse,perhaps,275,curse,other,do,Y
15,F,S1DoCurse,perhaps,276,curse,other,do,Y
18,F,S1DoCurse,no,277,curse,other,do,N
21,F,S1DoCurse,perhaps,278,curse,other,do,Y
17,F,S1DoCurse,no,279,curse,other,do,N
15,F,S1DoCurse,perhaps,280,curse,other,do,Y
22,F,S1DoCurse,yes,281,curse,other,do,Y
19,M,S1DoCurse,perhaps,282,curse,other,do,Y
19,M,S1DoCurse,no,283,curse,other,do,N
18,F,S1DoCurse,perhaps,284,curse,other,do,Y
18,F,S1DoCurse,no,285,curse,other,do,N
16,M,S1DoCurse,yes,286,curse,other,do,Y
22,F,S1DoCurse,no,287,curse,other,do,N
19,F,S1DoCurse,perhaps,288,curse,other,do,Y
25,F,S1DoCurse,yes,289,curse,other,do,Y
17,M,S1DoCurse,perhaps,290,curse,other,do,Y
30,F,S1DoCurse,yes,291,curse,other,do,Y
29,F,S1DoCurse,no,292,curse,other,do,N
27,F,S1DoCurse,yes,293,curse,other,do,Y
18,F,S1DoCurse,perhaps,294,curse,other,do,Y
27,F,S1DoCurse,yes,295,curse,other,do,Y
31,F,S1DoCurse,no,296,curse,other,do,N
19,F,S1DoCurse,yes,297,curse,other,do,Y
18,M,S1DoCurse,perhaps,298,curse,other,do,Y
17,F,S1DoCurse,no,299,curse,other,do,N
15,F,S1DoCurse,no,300,curse,other,do,N
20,F,S1DoCurse,no,301,curse,other,do,N
24,F,S1DoCurse,perhaps,302,curse,other,do,Y
12,M,S1DoCurse,yes,303,curse,other,do,Y
16,M,S1DoCurse,no,304,curse,other,do,N
20,F,S1DoCurse,perhaps,305,curse,other,do,Y
33,M,S1DoCurse,yes,306,curse,other,do,Y
17,F,S1DoCurse,perhaps,307,curse,other,do,Y
13,F,S1DoCurse,perhaps,308,curse,other,do,Y
14,F,S1DoCurse,yes,309,curse,other,do,Y
23,F,S1DoCurse,yes,310,curse,other,do,Y
24,M,S1DoCurse,perhaps,311,curse,other,do,Y
17,M,S1DoCurse,perhaps,312,curse,other,do,Y
20,F,S1DoCurse,yes,313,curse,other,do,Y
25,F,S1DoCurse,no,314,curse,other,do,N
23,F,S1DoCurse,no,315,curse,other,do,N
12,F,S1DoCurse,no,316,curse,other,do,N
20,M,S1DoScold,no,1,scold,other,do,N
11,M,S1DoScold,no,2,scold,other,do,N
17,F,S1DoScold,perhaps,3,scold,other,do,Y
21,F,S1DoScold,perhaps,4,scold,other,do,Y
17,F,S1DoScold,perhaps,5,scold,other,do,Y
21,F,S1DoScold,no,6,scold,other,do,N
39,F,S1DoScold,yes,7,scold,other,do,Y
21,F,S1DoScold,no,8,scold,other,do,N
24,F,S1DoScold,no,9,scold,other,do,N
16,F,S1DoScold,yes,10,scold,other,do,Y
15,F,S1DoScold,perhaps,11,scold,other,do,Y
18,F,S1DoScold,yes,12,scold,other,do,Y
36,M,S1DoScold,yes,13,scold,other,do,Y
22,M,S1DoScold,yes,14,scold,other,do,Y
16,F,S1DoScold,perhaps,15,scold,other,do,Y
18,F,S1DoScold,perhaps,16,scold,other,do,Y
23,F,S1DoScold,perhaps,17,scold,other,do,Y
16,F,S1DoScold,no,18,scold,other,do,N
21,F,S1DoScold,no,19,scold,other,do,N
25,F,S1DoScold,no,20,scold,other,do,N
22,F,S1DoScold,no,21,scold,other,do,N
15,F,S1DoScold,yes,22,scold,other,do,Y
26,F,S1DoScold,yes,23,scold,other,do,Y
13,F,S1DoScold,no,24,scold,other,do,N
33,F,S1DoScold,yes,25,scold,other,do,Y
17,F,S1DoScold,no,26,scold,other,do,N
17,F,S1DoScold,no,27,scold,other,do,N
22,F,S1DoScold,perhaps,28,scold,other,do,Y
21,M,S1DoScold,yes,29,scold,other,do,Y
17,F,S1DoScold,perhaps,30,scold,other,do,Y
19,F,S1DoScold,yes,31,scold,other,do,Y
18,M,S1DoScold,yes,32,scold,other,do,Y
33,M,S1DoScold,yes,33,scold,other,do,Y
19,F,S1DoScold,yes,34,scold,other,do,Y
25,F,S1DoScold,perhaps,35,scold,other,do,Y
17,F,S1DoScold,yes,36,scold,other,do,Y
12,F,S1DoScold,no,37,scold,other,do,N
14,F,S1DoScold,perhaps,38,scold,other,do,Y
25,M,S1DoScold,no,39,scold,other,do,N
22,M,S1DoScold,no,40,scold,other,do,N
20,F,S1DoScold,no,41,scold,other,do,N
25,F,S1DoScold,perhaps,42,scold,other,do,Y
12,F,S1DoScold,no,43,scold,other,do,N
16,F,S1DoScold,no,44,scold,other,do,N
23,F,S1DoScold,no,45,scold,other,do,N
19,F,S1DoScold,perhaps,46,scold,other,do,Y
22,F,S1DoScold,yes,47,scold,other,do,Y
15,F,S1DoScold,no,48,scold,other,do,N
25,F,S1DoScold,perhaps,49,scold,other,do,Y
35,F,S1DoScold,yes,50,scold,other,do,Y
24,F,S1DoScold,no,51,scold,other,do,N
24,F,S1DoScold,yes,52,scold,other,do,Y
13,F,S1DoScold,yes,53,scold,other,do,Y
26,F,S1DoScold,no,54,scold,other,do,N
25,F,S1DoScold,no,55,scold,other,do,N
20,F,S1DoScold,perhaps,56,scold,other,do,Y
27,F,S1DoScold,yes,57,scold,other,do,Y
19,F,S1DoScold,perhaps,58,scold,other,do,Y
15,M,S1DoScold,no,59,scold,other,do,N
18,F,S1DoScold,no,60,scold,other,do,N
26,F,S1DoScold,yes,61,scold,other,do,Y
26,F,S1DoScold,yes,62,scold,other,do,Y
23,F,S1DoScold,no,63,scold,other,do,N
20,F,S1DoScold,yes,64,scold,other,do,Y
18,F,S1DoScold,no,65,scold,other,do,N
30,F,S1DoScold,no,66,scold,other,do,N
24,F,S1DoScold,no,67,scold,other,do,N
22,F,S1DoScold,yes,68,scold,other,do,Y
19,F,S1DoScold,yes,69,scold,other,do,Y
13,F,S1DoScold,no,70,scold,other,do,N
17,F,S1DoScold,no,71,scold,other,do,N
29,F,S1DoScold,perhaps,72,scold,other,do,Y
12,F,S1DoScold,no,73,scold,other,do,N
19,F,S1DoScold,perhaps,74,scold,other,do,Y
23,F,S1DoScold,no,75,scold,other,do,N
11,F,S1DoScold,no,76,scold,other,do,N
18,F,S1DoScold,no,77,scold,other,do,N
22,F,S1DoScold,perhaps,78,scold,other,do,Y
22,M,S1DoScold,no,79,scold,other,do,N
19,M,S1DoScold,yes,80,scold,other,do,Y
19,M,S1DoScold,perhaps,81,scold,other,do,Y
21,F,S1DoScold,perhaps,82,scold,other,do,Y
25,F,S1DoScold,no,83,scold,other,do,N
19,F,S1DoScold,no,84,scold,other,do,N
26,F,S1DoScold,perhaps,85,scold,other,do,Y
18,F,S1DoScold,no,86,scold,other,do,N
20,F,S1DoScold,perhaps,87,scold,other,do,Y
17,F,S1DoScold,perhaps,88,scold,other,do,Y
17,M,S1DoScold,no,89,scold,other,do,N
16,F,S1DoScold,no,90,scold,other,do,N
22,F,S1DoScold,no,91,scold,other,do,N
16,F,S1DoScold,no,92,scold,other,do,N
19,M,S1DoScold,yes,93,scold,other,do,Y
20,M,S1DoScold,no,94,scold,other,do,N
22,F,S1DoScold,perhaps,95,scold,other,do,Y
18,F,S1DoScold,perhaps,96,scold,other,do,Y
26,F,S1DoScold,no,97,scold,other,do,N
23,F,S1DoScold,perhaps,98,scold,other,do,Y
15,F,S1DoScold,no,99,scold,other,do,N
18,F,S1DoScold,no,100,scold,other,do,N
27,F,S1DoScold,no,101,scold,other,do,N
21,F,S1DoScold,no,102,scold,other,do,N
21,F,S1DoScold,yes,103,scold,other,do,Y
15,F,S1DoScold,perhaps,104,scold,other,do,Y
17,F,S1DoScold,perhaps,105,scold,other,do,Y
15,F,S1DoScold,no,106,scold,other,do,N
23,F,S1DoScold,no,107,scold,other,do,N
23,F,S1DoScold,perhaps,108,scold,other,do,Y
19,F,S1DoScold,no,109,scold,other,do,N
21,F,S1DoScold,no,110,scold,other,do,N
18,F,S1DoScold,no,111,scold,other,do,N
18,F,S1DoScold,no,112,scold,other,do,N
16,F,S1DoScold,no,113,scold,other,do,N
20,F,S1DoScold,perhaps,114,scold,other,do,Y
24,F,S1DoScold,yes,115,scold,other,do,Y
26,F,S1DoScold,yes,116,scold,other,do,Y
20,F,S1DoScold,no,117,scold,other,do,N
22,F,S1DoScold,perhaps,118,scold,other,do,Y
16,M,S1DoScold,yes,119,scold,other,do,Y
18,M,S1DoScold,no,120,scold,other,do,N
19,F,S1DoScold,perhaps,121,scold,other,do,Y
25,F,S1DoScold,perhaps,122,scold,other,do,Y
22,F,S1DoScold,no,123,scold,other,do,N
23,M,S1DoScold,yes,124,scold,other,do,Y
21,F,S1DoScold,no,125,scold,other,do,N
13,F,S1DoScold,no,126,scold,other,do,N
16,F,S1DoScold,perhaps,127,scold,other,do,Y
21,F,S1DoScold,no,128,scold,other,do,N
15,F,S1DoScold,no,129,scold,other,do,N
23,F,S1DoScold,yes,130,scold,other,do,Y
17,F,S1DoScold,no,131,scold,other,do,N
14,F,S1DoScold,perhaps,132,scold,other,do,Y
29,F,S1DoScold,no,133,scold,other,do,N
24,F,S1DoScold,yes,134,scold,other,do,Y
15,F,S1DoScold,perhaps,135,scold,other,do,Y
25,F,S1DoScold,no,136,scold,other,do,N
17,F,S1DoScold,no,137,scold,other,do,N
17,M,S1DoScold,perhaps,138,scold,other,do,Y
28,M,S1DoScold,perhaps,139,scold,other,do,Y
15,F,S1DoScold,no,140,scold,other,do,N
19,F,S1DoScold,no,141,scold,other,do,N
26,F,S1DoScold,yes,142,scold,other,do,Y
18,F,S1DoScold,no,143,scold,other,do,N
11,F,S1DoScold,perhaps,144,scold,other,do,Y
25,F,S1DoScold,yes,145,scold,other,do,Y
28,F,S1DoScold,no,146,scold,other,do,N
25,F,S1DoScold,yes,147,scold,other,do,Y
14,F,S1DoScold,no,148,scold,other,do,N
17,F,S1DoScold,yes,149,scold,other,do,Y
18,F,S1DoScold,no,150,scold,other,do,N
22,M,S1DoScold,perhaps,151,scold,other,do,Y
17,F,S1DoScold,yes,152,scold,other,do,Y
15,M,S1DoScold,yes,153,scold,other,do,Y
16,M,S1DoScold,perhaps,154,scold,other,do,Y
22,M,S1DoScold,yes,155,scold,other,do,Y
21,F,S1DoScold,no,156,scold,other,do,N
19,F,S1DoScold,no,157,scold,other,do,N
21,F,S1DoScold,yes,158,scold,other,do,Y
16,F,S1DoScold,no,159,scold,other,do,N
17,F,S1DoScold,yes,160,scold,other,do,Y
15,M,S1DoScold,perhaps,161,scold,other,do,Y
27,M,S1DoScold,no,162,scold,other,do,N
21,M,S1DoScold,no,163,scold,other,do,N
19,F,S1DoScold,no,164,scold,other,do,N
17,F,S1DoScold,no,165,scold,other,do,N
21,F,S1DoScold,yes,166,scold,other,do,Y
24,M,S1DoScold,yes,167,scold,other,do,Y
20,F,S1DoScold,no,168,scold,other,do,N
16,M,S1DoScold,perhaps,169,scold,other,do,Y
14,F,S1DoScold,no,170,scold,other,do,N
14,F,S1DoScold,no,171,scold,other,do,N
20,M,S1DoScold,perhaps,172,scold,other,do,Y
23,F,S1DoScold,no,173,scold,other,do,N
23,M,S1DoScold,no,174,scold,other,do,N
23,F,S1DoScold,perhaps,175,scold,other,do,Y
23,F,S1DoScold,perhaps,176,scold,other,do,Y
18,M,S1DoScold,yes,177,scold,other,do,Y
22,F,S1DoScold,no,178,scold,other,do,N
20,F,S1DoScold,no,179,scold,other,do,N
23,F,S1DoScold,perhaps,180,scold,other,do,Y
16,M,S1DoScold,no,181,scold,other,do,N
18,F,S1DoScold,no,182,scold,other,do,N
12,F,S1DoScold,perhaps,183,scold,other,do,Y
17,F,S1DoScold,yes,184,scold,other,do,Y
21,F,S1DoScold,no,185,scold,other,do,N
21,F,S1DoScold,perhaps,186,scold,other,do,Y
16,F,S1DoScold,perhaps,187,scold,other,do,Y
19,M,S1DoScold,perhaps,188,scold,other,do,Y
19,M,S1DoScold,perhaps,189,scold,other,do,Y
13,M,S1DoScold,no,190,scold,other,do,N
31,M,S1DoScold,no,191,scold,other,do,N
23,F,S1DoScold,no,192,scold,other,do,N
25,F,S1DoScold,yes,193,scold,other,do,Y
19,F,S1DoScold,no,194,scold,other,do,N
11,F,S1DoScold,yes,195,scold,other,do,Y
28,F,S1DoScold,yes,196,scold,other,do,Y
27,F,S1DoScold,perhaps,197,scold,other,do,Y
16,M,S1DoScold,yes,198,scold,other,do,Y
16,M,S1DoScold,perhaps,199,scold,other,do,Y
16,F,S1DoScold,yes,200,scold,other,do,Y
13,F,S1DoScold,perhaps,201,scold,other,do,Y
21,M,S1DoScold,yes,202,scold,other,do,Y
19,M,S1DoScold,yes,203,scold,other,do,Y
20,F,S1DoScold,no,204,scold,other,do,N
13,M,S1DoScold,perhaps,205,scold,other,do,Y
15,M,S1DoScold,no,206,scold,other,do,N
14,F,S1DoScold,yes,207,scold,other,do,Y
15,F,S1DoScold,no,208,scold,other,do,N
23,M,S1DoScold,yes,209,scold,other,do,Y
13,M,S1DoScold,perhaps,210,scold,other,do,Y
21,M,S1DoScold,yes,211,scold,other,do,Y
19,F,S1DoScold,perhaps,212,scold,other,do,Y
23,F,S1DoScold,perhaps,213,scold,other,do,Y
20,M,S1DoScold,yes,214,scold,other,do,Y
19,M,S1DoScold,perhaps,215,scold,other,do,Y
14,F,S1DoScold,perhaps,216,scold,other,do,Y
18,M,S1DoScold,perhaps,217,scold,other,do,Y
22,M,S1DoScold,no,218,scold,other,do,N
23,M,S1DoScold,perhaps,219,scold,other,do,Y
24,M,S1DoScold,yes,220,scold,other,do,Y
20,F,S1DoScold,perhaps,221,scold,other,do,Y
22,F,S1DoScold,perhaps,222,scold,other,do,Y
19,F,S1DoScold,perhaps,223,scold,other,do,Y
19,F,S1DoScold,yes,224,scold,other,do,Y
11,M,S1DoScold,yes,225,scold,other,do,Y
26,F,S1DoScold,no,226,scold,other,do,N
19,F,S1DoScold,perhaps,227,scold,other,do,Y
11,M,S1DoScold,yes,228,scold,other,do,Y
13,F,S1DoScold,perhaps,229,scold,other,do,Y
19,F,S1DoScold,perhaps,230,scold,other,do,Y
17,F,S1DoScold,no,231,scold,other,do,N
16,M,S1DoScold,no,232,scold,other,do,N
18,F,S1DoScold,perhaps,233,scold,other,do,Y
27,M,S1DoScold,perhaps,234,scold,other,do,Y
18,F,S1DoScold,perhaps,235,scold,other,do,Y
17,F,S1DoScold,no,236,scold,other,do,N
20,F,S1DoScold,perhaps,237,scold,other,do,Y
18,F,S1DoScold,no,238,scold,other,do,N
14,F,S1DoScold,no,239,scold,other,do,N
17,F,S1DoScold,no,240,scold,other,do,N
18,F,S1DoScold,perhaps,241,scold,other,do,Y
15,F,S1DoScold,perhaps,242,scold,other,do,Y
18,F,S1DoScold,perhaps,243,scold,other,do,Y
27,F,S1DoScold,yes,244,scold,other,do,Y
22,F,S1DoScold,no,245,scold,other,do,N
18,F,S1DoScold,yes,246,scold,other,do,Y
30,M,S1DoScold,yes,247,scold,other,do,Y
13,F,S1DoScold,no,248,scold,other,do,N
22,M,S1DoScold,perhaps,249,scold,other,do,Y
19,F,S1DoScold,yes,250,scold,other,do,Y
13,F,S1DoScold,no,251,scold,other,do,N
34,F,S1DoScold,yes,252,scold,other,do,Y
19,F,S1DoScold,perhaps,253,scold,other,do,Y
23,M,S1DoScold,no,254,scold,other,do,N
21,F,S1DoScold,no,255,scold,other,do,N
18,F,S1DoScold,no,256,scold,other,do,N
18,F,S1DoScold,yes,257,scold,other,do,Y
15,M,S1DoScold,no,258,scold,other,do,N
21,M,S1DoScold,yes,259,scold,other,do,Y
26,F,S1DoScold,yes,260,scold,other,do,Y
19,F,S1DoScold,no,261,scold,other,do,N
34,F,S1DoScold,yes,262,scold,other,do,Y
20,F,S1DoScold,yes,263,scold,other,do,Y
21,F,S1DoScold,yes,264,scold,other,do,Y
26,F,S1DoScold,perhaps,265,scold,other,do,Y
23,F,S1DoScold,yes,266,scold,other,do,Y
14,F,S1DoScold,no,267,scold,other,do,N
23,F,S1DoScold,no,268,scold,other,do,N
17,F,S1DoScold,no,269,scold,other,do,N
18,F,S1DoScold,no,270,scold,other,do,N
19,F,S1DoScold,perhaps,271,scold,other,do,Y
25,F,S1DoScold,perhaps,272,scold,other,do,Y
20,M,S1DoScold,yes,273,scold,other,do,Y
26,F,S1DoScold,yes,274,scold,other,do,Y
21,F,S1DoScold,perhaps,275,scold,other,do,Y
15,F,S1DoScold,no,276,scold,other,do,N
18,F,S1DoScold,no,277,scold,other,do,N
21,F,S1DoScold,no,278,scold,other,do,N
17,F,S1DoScold,no,279,scold,other,do,N
15,F,S1DoScold,yes,280,scold,other,do,Y
22,F,S1DoScold,yes,281,scold,other,do,Y
19,M,S1DoScold,perhaps,282,scold,other,do,Y
19,M,S1DoScold,no,283,scold,other,do,N
18,F,S1DoScold,perhaps,284,scold,other,do,Y
18,F,S1DoScold,perhaps,285,scold,other,do,Y
16,M,S1DoScold,yes,286,scold,other,do,Y
22,F,S1DoScold,no,287,scold,other,do,N
19,F,S1DoScold,perhaps,288,scold,other,do,Y
25,F,S1DoScold,yes,289,scold,other,do,Y
17,M,S1DoScold,perhaps,290,scold,other,do,Y
30,F,S1DoScold,no,291,scold,other,do,N
29,F,S1DoScold,no,292,scold,other,do,N
27,F,S1DoScold,yes,293,scold,other,do,Y
18,F,S1DoScold,perhaps,294,scold,other,do,Y
27,F,S1DoScold,no,295,scold,other,do,N
31,F,S1DoScold,no,296,scold,other,do,N
19,F,S1DoScold,no,297,scold,other,do,N
18,M,S1DoScold,perhaps,298,scold,other,do,Y
17,F,S1DoScold,perhaps,299,scold,other,do,Y
15,F,S1DoScold,perhaps,300,scold,other,do,Y
20,F,S1DoScold,no,301,scold,other,do,N
24,F,S1DoScold,no,302,scold,other,do,N
12,M,S1DoScold,yes,303,scold,other,do,Y
16,M,S1DoScold,no,304,scold,other,do,N
20,F,S1DoScold,perhaps,305,scold,other,do,Y
33,M,S1DoScold,perhaps,306,scold,other,do,Y
17,F,S1DoScold,no,307,scold,other,do,N
13,F,S1DoScold,perhaps,308,scold,other,do,Y
14,F,S1DoScold,yes,309,scold,other,do,Y
23,F,S1DoScold,yes,310,scold,other,do,Y
24,M,S1DoScold,perhaps,311,scold,other,do,Y
17,M,S1DoScold,perhaps,312,scold,other,do,Y
20,F,S1DoScold,no,313,scold,other,do,N
25,F,S1DoScold,no,314,scold,other,do,N
23,F,S1DoScold,no,315,scold,other,do,N
12,F,S1DoScold,no,316,scold,other,do,N
20,M,S1DoShout,perhaps,1,shout,other,do,Y
11,M,S1DoShout,no,2,shout,other,do,N
17,F,S1DoShout,perhaps,3,shout,other,do,Y
21,F,S1DoShout,perhaps,4,shout,other,do,Y
17,F,S1DoShout,no,5,shout,other,do,N
21,F,S1DoShout,no,6,shout,other,do,N
39,F,S1DoShout,yes,7,shout,other,do,Y
21,F,S1DoShout,no,8,shout,other,do,N
24,F,S1DoShout,no,9,shout,other,do,N
16,F,S1DoShout,perhaps,10,shout,other,do,Y
15,F,S1DoShout,perhaps,11,shout,other,do,Y
18,F,S1DoShout,no,12,shout,other,do,N
36,M,S1DoShout,no,13,shout,other,do,N
22,M,S1DoShout,perhaps,14,shout,other,do,Y
16,F,S1DoShout,no,15,shout,other,do,N
18,F,S1DoShout,yes,16,shout,other,do,Y
23,F,S1DoShout,perhaps,17,shout,other,do,Y
16,F,S1DoShout,perhaps,18,shout,other,do,Y
21,F,S1DoShout,no,19,shout,other,do,N
25,F,S1DoShout,perhaps,20,shout,other,do,Y
22,F,S1DoShout,no,21,shout,other,do,N
15,F,S1DoShout,yes,22,shout,other,do,Y
26,F,S1DoShout,yes,23,shout,other,do,Y
13,F,S1DoShout,no,24,shout,other,do,N
33,F,S1DoShout,no,25,shout,other,do,N
17,F,S1DoShout,no,26,shout,other,do,N
17,F,S1DoShout,no,27,shout,other,do,N
22,F,S1DoShout,yes,28,shout,other,do,Y
21,M,S1DoShout,no,29,shout,other,do,N
17,F,S1DoShout,perhaps,30,shout,other,do,Y
19,F,S1DoShout,yes,31,shout,other,do,Y
18,M,S1DoShout,yes,32,shout,other,do,Y
33,M,S1DoShout,yes,33,shout,other,do,Y
19,F,S1DoShout,perhaps,34,shout,other,do,Y
25,F,S1DoShout,yes,35,shout,other,do,Y
17,F,S1DoShout,yes,36,shout,other,do,Y
12,F,S1DoShout,no,37,shout,other,do,N
14,F,S1DoShout,yes,38,shout,other,do,Y
25,M,S1DoShout,no,39,shout,other,do,N
22,M,S1DoShout,no,40,shout,other,do,N
20,F,S1DoShout,perhaps,41,shout,other,do,Y
25,F,S1DoShout,perhaps,42,shout,other,do,Y
12,F,S1DoShout,no,43,shout,other,do,N
16,F,S1DoShout,no,44,shout,other,do,N
23,F,S1DoShout,no,45,shout,other,do,N
19,F,S1DoShout,perhaps,46,shout,other,do,Y
22,F,S1DoShout,perhaps,47,shout,other,do,Y
15,F,S1DoShout,no,48,shout,other,do,N
25,F,S1DoShout,perhaps,49,shout,other,do,Y
35,F,S1DoShout,perhaps,50,shout,other,do,Y
24,F,S1DoShout,no,51,shout,other,do,N
24,F,S1DoShout,no,52,shout,other,do,N
13,F,S1DoShout,yes,53,shout,other,do,Y
26,F,S1DoShout,no,54,shout,other,do,N
25,F,S1DoShout,yes,55,shout,other,do,Y
20,F,S1DoShout,perhaps,56,shout,other,do,Y
27,F,S1DoShout,yes,57,shout,other,do,Y
19,F,S1DoShout,no,58,shout,other,do,N
15,M,S1DoShout,perhaps,59,shout,other,do,Y
18,F,S1DoShout,yes,60,shout,other,do,Y
26,F,S1DoShout,yes,61,shout,other,do,Y
26,F,S1DoShout,yes,62,shout,other,do,Y
23,F,S1DoShout,perhaps,63,shout,other,do,Y
20,F,S1DoShout,no,64,shout,other,do,N
18,F,S1DoShout,no,65,shout,other,do,N
30,F,S1DoShout,no,66,shout,other,do,N
24,F,S1DoShout,yes,67,shout,other,do,Y
22,F,S1DoShout,yes,68,shout,other,do,Y
19,F,S1DoShout,no,69,shout,other,do,N
13,F,S1DoShout,no,70,shout,other,do,N
17,F,S1DoShout,yes,71,shout,other,do,Y
29,F,S1DoShout,perhaps,72,shout,other,do,Y
12,F,S1DoShout,no,73,shout,other,do,N
19,F,S1DoShout,no,74,shout,other,do,N
23,F,S1DoShout,no,75,shout,other,do,N
11,F,S1DoShout,no,76,shout,other,do,N
18,F,S1DoShout,no,77,shout,other,do,N
22,F,S1DoShout,no,78,shout,other,do,N
22,M,S1DoShout,no,79,shout,other,do,N
19,M,S1DoShout,no,80,shout,other,do,N
19,M,S1DoShout,no,81,shout,other,do,N
21,F,S1DoShout,perhaps,82,shout,other,do,Y
25,F,S1DoShout,no,83,shout,other,do,N
19,F,S1DoShout,no,84,shout,other,do,N
26,F,S1DoShout,perhaps,85,shout,other,do,Y
18,F,S1DoShout,no,86,shout,other,do,N
20,F,S1DoShout,perhaps,87,shout,other,do,Y
17,F,S1DoShout,no,88,shout,other,do,N
17,M,S1DoShout,no,89,shout,other,do,N
16,F,S1DoShout,no,90,shout,other,do,N
22,F,S1DoShout,no,91,shout,other,do,N
16,F,S1DoShout,no,92,shout,other,do,N
19,M,S1DoShout,no,93,shout,other,do,N
20,M,S1DoShout,no,94,shout,other,do,N
22,F,S1DoShout,perhaps,95,shout,other,do,Y
18,F,S1DoShout,no,96,shout,other,do,N
26,F,S1DoShout,no,97,shout,other,do,N
23,F,S1DoShout,perhaps,98,shout,other,do,Y
15,F,S1DoShout,yes,99,shout,other,do,Y
18,F,S1DoShout,no,100,shout,other,do,N
27,F,S1DoShout,no,101,shout,other,do,N
21,F,S1DoShout,no,102,shout,other,do,N
21,F,S1DoShout,no,103,shout,other,do,N
15,F,S1DoShout,no,104,shout,other,do,N
17,F,S1DoShout,no,105,shout,other,do,N
15,F,S1DoShout,no,106,shout,other,do,N
23,F,S1DoShout,yes,107,shout,other,do,Y
23,F,S1DoShout,no,108,shout,other,do,N
19,F,S1DoShout,no,109,shout,other,do,N
21,F,S1DoShout,no,110,shout,other,do,N
18,F,S1DoShout,no,111,shout,other,do,N
18,F,S1DoShout,no,112,shout,other,do,N
16,F,S1DoShout,no,113,shout,other,do,N
20,F,S1DoShout,no,114,shout,other,do,N
24,F,S1DoShout,yes,115,shout,other,do,Y
26,F,S1DoShout,no,116,shout,other,do,N
20,F,S1DoShout,no,117,shout,other,do,N
22,F,S1DoShout,no,118,shout,other,do,N
16,M,S1DoShout,no,119,shout,other,do,N
18,M,S1DoShout,no,120,shout,other,do,N
19,F,S1DoShout,no,121,shout,other,do,N
25,F,S1DoShout,perhaps,122,shout,other,do,Y
22,F,S1DoShout,no,123,shout,other,do,N
23,M,S1DoShout,yes,124,shout,other,do,Y
21,F,S1DoShout,no,125,shout,other,do,N
13,F,S1DoShout,perhaps,126,shout,other,do,Y
16,F,S1DoShout,no,127,shout,other,do,N
21,F,S1DoShout,no,128,shout,other,do,N
15,F,S1DoShout,no,129,shout,other,do,N
23,F,S1DoShout,no,130,shout,other,do,N
17,F,S1DoShout,perhaps,131,shout,other,do,Y
14,F,S1DoShout,perhaps,132,shout,other,do,Y
29,F,S1DoShout,no,133,shout,other,do,N
24,F,S1DoShout,no,134,shout,other,do,N
15,F,S1DoShout,no,135,shout,other,do,N
25,F,S1DoShout,no,136,shout,other,do,N
17,F,S1DoShout,no,137,shout,other,do,N
17,M,S1DoShout,perhaps,138,shout,other,do,Y
28,M,S1DoShout,no,139,shout,other,do,N
15,F,S1DoShout,no,140,shout,other,do,N
19,F,S1DoShout,no,141,shout,other,do,N
26,F,S1DoShout,perhaps,142,shout,other,do,Y
